ionIdx	ionMz		001 / F5_185_PE_T16_1_F5_185_PE	002 / F5_185_PE_T16_1_F5_185_PE	003 / F5_262_PE_T0_1_F5_262_PE	004 / F5_262_PE_T0_1_F5_262_PE	005 / Neg_PE_T0_3_no_PE	006 / Neg_PE_T0_3_no_PE	007 / F5_351_PE_T0_3_F5_351_PE	008 / F5_351_PE_T0_3_F5_351_PE	009 / F5_186_PE_T16_5_F5_186_PE	010 / F5_186_PE_T16_5_F5_186_PE	011 / F5_186_PE_T16_3_F5_186_PE	012 / F5_186_PE_T16_3_F5_186_PE	013 / F5_259_PE_T16_1_F5_259_PE	014 / F5_259_PE_T16_1_F5_259_PE	015 / F5_261_PE_T0_3_F5_261_PE	016 / F5_261_PE_T0_3_F5_261_PE	017 / F5_352_PE_T0_2_F5_352_PE	018 / F5_352_PE_T0_2_F5_352_PE	019 / F5_353_PE_T0_3_F5_353_PE	020 / F5_353_PE_T0_3_F5_353_PE	021 / F5_186_PE_T0_5_F5_186_PE	022 / F5_186_PE_T0_5_F5_186_PE	023 / F5_260_PE_T0_3_F5_260_PE	024 / F5_260_PE_T0_3_F5_260_PE	025 / F5_353_PE_T0_1_F5_353_PE	026 / F5_353_PE_T0_1_F5_353_PE	027 / F5_185_PE_T16_3_F5_185_PE	028 / F5_185_PE_T16_3_F5_185_PE	029 / F5_184_PE_T0_5_F5_184_PE	030 / F5_184_PE_T0_5_F5_184_PE	031 / F5_184_PE_T16_3_F5_184_PE	032 / F5_184_PE_T16_3_F5_184_PE	033 / F5_186_PE_T0_1_F5_186_PE	034 / F5_186_PE_T0_1_F5_186_PE	035 / F5_184_PE_T0_3_F5_184_PE	036 / F5_184_PE_T0_3_F5_184_PE	037 / Neg_PE_T0_2_no_PE	038 / Neg_PE_T0_2_no_PE	039 / F5_183_PE_T0_3_F5_183_PE	040 / F5_183_PE_T0_3_F5_183_PE	041 / F5_260_PE_T0_2_F5_260_PE	042 / F5_260_PE_T0_2_F5_260_PE	043 / F5_184_PE_T0_4_F5_184_PE	044 / F5_184_PE_T0_4_F5_184_PE	045 / F5_185_PE_T0_1_F5_185_PE	046 / F5_185_PE_T0_1_F5_185_PE	047 / F5_184_PE_T0_1_F5_184_PE	048 / F5_184_PE_T0_1_F5_184_PE	049 / F5_350_PE_T0_1_F5_350_PE	050 / F5_350_PE_T0_1_F5_350_PE	051 / F5_263_PE_T0_1_F5_263_PE	052 / F5_263_PE_T0_1_F5_263_PE	053 / F5_184_PE_T16_4_F5_184_PE	054 / F5_184_PE_T16_4_F5_184_PE	055 / F5_259_PE_T0_1_F5_259_PE	056 / F5_259_PE_T0_1_F5_259_PE	057 / F5_352_PE_T0_3_F5_352_PE	058 / F5_352_PE_T0_3_F5_352_PE	059 / F5_259_PE_T0_4_F5_259_PE	060 / F5_259_PE_T0_4_F5_259_PE	061 / F5_261_PE_T0_4_F5_261_PE	062 / F5_261_PE_T0_4_F5_261_PE	063 / F5_260_PE_T0_4_F5_260_PE	064 / F5_260_PE_T0_4_F5_260_PE	065 / F5_183_PE_T0_4_F5_183_PE	066 / F5_183_PE_T0_4_F5_183_PE	067 / F5_185_PE_T0_3_F5_185_PE	068 / F5_185_PE_T0_3_F5_185_PE	069 / F5_260_PE_T0_5_F5_260_PE	070 / F5_260_PE_T0_5_F5_260_PE	071 / F5_354_PE_T0_5_F5_354_PE	072 / F5_354_PE_T0_5_F5_354_PE	073 / F5_352_PE_T0_4_F5_352_PE	074 / F5_352_PE_T0_4_F5_352_PE	075 / F5_351_PE_T0_1_F5_351_PE	076 / F5_351_PE_T0_1_F5_351_PE	077 / F5_350_PE_T0_5_F5_350_PE	078 / F5_350_PE_T0_5_F5_350_PE	079 / F5_259_PE_T0_2_F5_259_PE	080 / F5_259_PE_T0_2_F5_259_PE	081 / F5_261_PE_T0_1_F5_261_PE	082 / F5_261_PE_T0_1_F5_261_PE	083 / F5_185_PE_T0_5_F5_185_PE	084 / F5_185_PE_T0_5_F5_185_PE	085 / F5_185_PE_T0_2_F5_185_PE	086 / F5_185_PE_T0_2_F5_185_PE	087 / F5_186_PE_T0_4_F5_186_PE	088 / F5_186_PE_T0_4_F5_186_PE	089 / F5_263_PE_T0_2_F5_263_PE	090 / F5_263_PE_T0_2_F5_263_PE	091 / F5_183_PE_T0_5_F5_183_PE	092 / F5_183_PE_T0_5_F5_183_PE	093 / F5_186_PE_T16_2_F5_186_PE	094 / F5_186_PE_T16_2_F5_186_PE	095 / F5_183_PE_T16_1_F5_183_PE	096 / F5_183_PE_T16_1_F5_183_PE	097 / F5_262_PE_T0_4_F5_262_PE	098 / F5_262_PE_T0_4_F5_262_PE	099 / F5_350_PE_T0_2_F5_350_PE	100 / F5_350_PE_T0_2_F5_350_PE	101 / F5_185_PE_T16_2_F5_185_PE	102 / F5_185_PE_T16_2_F5_185_PE	103 / F5_353_PE_T0_5_F5_353_PE	104 / F5_353_PE_T0_5_F5_353_PE	105 / Neg_PE_T0_5_no_PE	106 / Neg_PE_T0_5_no_PE	107 / F5_186_PE_T16_1_F5_186_PE	108 / F5_186_PE_T16_1_F5_186_PE	109 / F5_261_PE_T0_2_F5_261_PE	110 / F5_261_PE_T0_2_F5_261_PE	111 / F5_263_PE_T0_5_F5_263_PE	112 / F5_263_PE_T0_5_F5_263_PE	113 / F5_263_PE_T0_4_F5_263_PE	114 / F5_263_PE_T0_4_F5_263_PE	115 / F5_184_PE_T16_2_F5_184_PE	116 / F5_184_PE_T16_2_F5_184_PE	117 / F5_262_PE_T0_5_F5_262_PE	118 / F5_262_PE_T0_5_F5_262_PE	119 / F5_183_PE_T0_2_F5_183_PE	120 / F5_183_PE_T0_2_F5_183_PE	121 / F5_259_PE_T0_3_F5_259_PE	122 / F5_259_PE_T0_3_F5_259_PE	123 / F5_259_PE_T0_5_F5_259_PE	124 / F5_259_PE_T0_5_F5_259_PE	125 / F5_183_PE_T16_3_F5_183_PE	126 / F5_183_PE_T16_3_F5_183_PE	127 / F5_183_PE_T16_4_F5_183_PE	128 / F5_183_PE_T16_4_F5_183_PE	129 / F5_183_PE_T0_1_F5_183_PE	130 / F5_183_PE_T0_1_F5_183_PE	131 / F5_350_PE_T0_3_F5_350_PE	132 / F5_350_PE_T0_3_F5_350_PE	133 / F5_353_PE_T0_4_F5_353_PE	134 / F5_353_PE_T0_4_F5_353_PE	135 / F5_350_PE_T0_4_F5_350_PE	136 / F5_350_PE_T0_4_F5_350_PE	137 / F5_352_PE_T0_5_F5_352_PE	138 / F5_352_PE_T0_5_F5_352_PE	139 / F5_186_PE_T16_4_F5_186_PE	140 / F5_186_PE_T16_4_F5_186_PE	141 / Neg_PE_T0_1_no_PE	142 / Neg_PE_T0_1_no_PE	143 / F5_260_PE_T0_1_F5_260_PE	144 / F5_260_PE_T0_1_F5_260_PE	145 / F5_185_PE_T16_5_F5_185_PE	146 / F5_185_PE_T16_5_F5_185_PE	147 / F5_354_PE_T0_2_F5_354_PE	148 / F5_354_PE_T0_2_F5_354_PE	149 / F5_353_PE_T0_2_F5_353_PE	150 / F5_353_PE_T0_2_F5_353_PE	151 / F5_262_PE_T0_3_F5_262_PE	152 / F5_262_PE_T0_3_F5_262_PE	153 / Neg_PE_T0_4_no_PE	154 / Neg_PE_T0_4_no_PE	155 / F5_354_PE_T0_1_F5_354_PE	156 / F5_354_PE_T0_1_F5_354_PE	157 / F5_352_PE_T0_1_F5_352_PE	158 / F5_352_PE_T0_1_F5_352_PE	159 / F5_261_PE_T0_5_F5_261_PE	160 / F5_261_PE_T0_5_F5_261_PE	161 / F5_184_PE_T16_1_F5_184_PE	162 / F5_184_PE_T16_1_F5_184_PE	163 / F5_184_PE_T0_2_F5_184_PE	164 / F5_184_PE_T0_2_F5_184_PE	165 / F5_183_PE_T16_5_F5_183_PE	166 / F5_183_PE_T16_5_F5_183_PE	167 / F5_351_PE_T0_4_F5_351_PE	168 / F5_351_PE_T0_4_F5_351_PE	169 / F5_184_PE_T16_5_F5_184_PE	170 / F5_184_PE_T16_5_F5_184_PE	171 / F5_354_PE_T0_4_F5_354_PE	172 / F5_354_PE_T0_4_F5_354_PE	173 / F5_354_PE_T0_3_F5_354_PE	174 / F5_354_PE_T0_3_F5_354_PE	175 / F5_183_PE_T16_2_F5_183_PE	176 / F5_183_PE_T16_2_F5_183_PE	177 / F5_186_PE_T0_2_F5_186_PE	178 / F5_186_PE_T0_2_F5_186_PE	179 / F5_351_PE_T0_5_F5_351_PE	180 / F5_351_PE_T0_5_F5_351_PE	181 / F5_185_PE_T0_4_F5_185_PE	182 / F5_185_PE_T0_4_F5_185_PE	183 / F5_262_PE_T0_2_F5_262_PE	184 / F5_262_PE_T0_2_F5_262_PE	185 / F5_263_PE_T0_3_F5_263_PE	186 / F5_263_PE_T0_3_F5_263_PE	187 / F5_185_PE_T16_4_F5_185_PE	188 / F5_185_PE_T16_4_F5_185_PE	189 / F5_186_PE_T0_3_F5_186_PE	190 / F5_186_PE_T0_3_F5_186_PE	191 / F5_351_PE_T0_2_F5_351_PE	192 / F5_351_PE_T0_2_F5_351_PE	193 / F5_350_PE_T16_5_F5_350_PE	194 / F5_350_PE_T16_5_F5_350_PE	195 / cfMRS_3_no_no	196 / cfMRS_3_no_no	197 / F5_352_PE_T16_5_F5_352_PE	198 / F5_352_PE_T16_5_F5_352_PE	199 / F5_263_PE_T16_2_F5_263_PE	200 / F5_263_PE_T16_2_F5_263_PE	201 / F5_262_PE_T16_1_F5_262_PE	202 / F5_262_PE_T16_1_F5_262_PE	203 / F5_259_PE_T16_3_F5_259_PE	204 / F5_259_PE_T16_3_F5_259_PE	205 / F5_351_PE_T16_3_F5_351_PE	206 / F5_351_PE_T16_3_F5_351_PE	207 / Neg_PE_T16_5_no_PE	208 / Neg_PE_T16_5_no_PE	209 / F5_262_PE_T16_2_F5_262_PE	210 / F5_262_PE_T16_2_F5_262_PE	211 / F5_260_PE_T16_2_F5_260_PE	212 / F5_260_PE_T16_2_F5_260_PE	213 / F5_351_PE_T16_2_F5_351_PE	214 / F5_351_PE_T16_2_F5_351_PE	215 / cfMRS_2_no_no	216 / cfMRS_2_no_no	217 / F5_262_PE_T16_3_F5_262_PE	218 / F5_262_PE_T16_3_F5_262_PE	219 / Neg_PE_T16_4_no_PE	220 / Neg_PE_T16_4_no_PE	221 / F5_351_PE_T16_5_F5_351_PE	222 / F5_351_PE_T16_5_F5_351_PE	223 / F5_353_PE_T16_2_F5_353_PE	224 / F5_353_PE_T16_2_F5_353_PE	225 / F5_350_PE_T16_3_F5_350_PE	226 / F5_350_PE_T16_3_F5_350_PE	227 / F5_354_PE_T16_3_F5_354_PE	228 / F5_354_PE_T16_3_F5_354_PE	229 / F5_352_PE_T16_2_F5_352_PE	230 / F5_352_PE_T16_2_F5_352_PE	231 / F5_351_PE_T16_4_F5_351_PE	232 / F5_351_PE_T16_4_F5_351_PE	233 / F5_262_PE_T16_4_F5_262_PE	234 / F5_262_PE_T16_4_F5_262_PE	235 / F5_263_PE_T16_3_F5_263_PE	236 / F5_263_PE_T16_3_F5_263_PE	237 / F5_263_PE_T16_5_F5_263_PE	238 / F5_263_PE_T16_5_F5_263_PE	239 / F5_354_PE_T16_1_F5_354_PE	240 / F5_354_PE_T16_1_F5_354_PE	241 / F5_353_PE_T16_3_F5_353_PE	242 / F5_353_PE_T16_3_F5_353_PE	243 / F5_350_PE_T16_4_F5_350_PE	244 / F5_350_PE_T16_4_F5_350_PE	245 / F5_261_PE_T16_4_F5_261_PE
12	73.0294		47047	45414	48106	48986	45023	45469	38258	43148	48791	49276	48480	47086	43921	40221	47470	45934	47289	44154	43656	47672	46008	45572	48833	42000	46103	46278	46321	49427	44071	46192	47450	47167	45939	42666	42700	44235	49013	50593	47733	44267	36344	37443	44155	43154	43368	43115	42185	44743	47514	51599	45202	49978	51840	46828	49703	52860	49207	50868	44379	40400	46759	50765	41248	45788	48313	49513	46104	45353	44382	47565	43867	43502	46877	45749	43703	43525	41346	42369	47567	46602	43315	43209	40681	44649	43607	46354	48757	45509	45929	48902	42159	46818	44610	48655	43220	48354	39830	42472	43455	45957	39397	43882	46362	42347	48625	50160	42000	44982	43798	41974	39193	42595	39881	39487	42518	46763	41140	42350	42332	40908	39455	44648	45470	48934	40895	42215	44302	46593	43119	43536	41704	39702	39422	42815	44745	44864	40768	47157	36748	42855	50360	45977	43617	43102	43561	40723	40361	37167	42967	44418	43293	45711	47937	44196	41280	44547	35805	44645	43101	43684	42203	45714	40774	45723	44533	42106	41782	49146	45801	43331	49502	56711	43872	45448	42702	46807	46551	47124	46278	44291	42902	43009	43560	47552	50034	47081	48078	50790	45349	50115	46130	42390	49280	45952	28375	31725	41899	45053	46427	42857	43411	42229	47543	45584	47679	54503	55596	52812	40807	43726	50445	50989	46590	50213	33601	34700	42942	45524	52124	51706	46029	49802	48045	49643	50616	48499	43826	45157	43247	43846	48421	49712	43799	49580	44919	45917	46558	47968	43763	43142	49272	48933	51765	47887	41872
13	74.0247		70037	67425	55527	57578	55694	61032	54468	57777	87700	99452	90497	81893	92403	97079	55124	58346	58251	60598	57182	50970	57624	57997	48875	50759	58199	61536	78781	78114	54476	56877	95518	97601	53452	55374	49963	52528	66477	63437	56506	54746	55617	56118	57283	58834	55445	54657	55807	61551	58268	63240	48659	60827	87990	93801	56176	58401	56100	58101	52551	53946	52009	51506	56466	55887	54570	56794	54294	57783	56274	62234	53846	58458	54645	63430	58507	56391	50469	58425	51049	51547	51004	53872	53254	53520	55114	56414	47632	53600	62620	56598	55954	54486	78971	82177	70457	73197	53096	51636	46795	51867	64480	69306	52465	57313	63291	62236	84328	84492	56398	57433	51614	50810	52810	51303	83699	86966	53473	48193	48282	51414	48599	50765	53046	51425	63674	61080	64744	63820	51277	53378	48628	49502	53987	51014	48055	50071	49244	53734	82910	79022	65777	68816	49883	48907	58309	66398	53765	55318	47725	46246	54847	50813	55857	60686	52399	54187	51113	50848	52340	57144	86156	82030	57995	54692	67621	61088	52400	53762	89927	88410	48342	50167	54089	55436	70995	74389	54507	50732	56153	57271	55802	51374	53834	55051	52656	57603	70788	79389	54935	53830	54575	54454	76089	81163	67369	73222	94679	96690	67187	73485	69817	71519	90944	104472	74557	74625	68179	72185	71140	69550	91889	88316	72647	73990	67136	69787	61515	66756	67917	68795	76189	67726	72038	70972	80826	78329	99412	102257	95139	99365	73118	71985	70726	72540	73725	70319	78890	74431	101819	106318	80843	81966	80244	79913	87881
14	75.0088		11100	10859	11717	10946	14175	16972	13571	13741	11538	11240	12066	9952	10846	9449	12434	13238	14261	13036	12073	12904	14233	14381	12589	14406	14771	14648	11629	11351	12902	13348	9517	10538	12024	13046	14770	11602	12303	15047	14024	15050	9158	9876	12061	13728	11418	12864	11034	12890	13790	13399	12067	15286	10903	10517	12578	12291	11612	12514	12142	12575	10987	11503	15060	12939	13844	11913	11794	12711	13061	11615	12005	12745	13270	11645	12823	11929	13402	12542	10698	12774	12607	11959	15672	12052	12535	12390	12515	11738	13052	12658	11425	15921	10002	11524	11576	11270	10138	13548	9972	11294	10249	8515	9979	13471	15363	13357	10166	10842	12259	12744	10743	12243	9955	12059	8688	10293	12329	11739	13089	14028	11718	12445	12570	15040	10918	8694	9456	9200	12108	13246	10281	11927	12022	12194	10166	11722	12657	11221	11831	10293	13825	13598	12663	14417	10487	8646	10786	9519	12905	11222	12517	12926	14460	11639	11664	10996	10779	11653	13316	13224	10930	9712	10995	12376	11235	8978	12702	12082	8402	10439	16978	18319	10873	10606	9125	10420	12567	11435	10380	11627	13641	14910	13125	11789	14562	13590	12876	12529	13525	9970	12767	13220	10067	9873	4217	5885	10989	10473	8859	10908	8651	9203	9641	9408	10902	8932	15383	16251	10325	10340	10950	9153	11231	9496	6707	4709	10641	8780	15309	14455	9767	11158	11360	11373	10891	11605	10067	11605	12017	10523	11013	10638	11109	10421	8804	8193	10047	12284	11231	10013	12521	9777	9014	11039	10477
15	83.0135		7206	6625	11945	12806	10039	12052	10555	12600	3984	6711	7197	5235	4921	5235	14055	12208	10869	12324	13216	9675	10848	14969	12962	10798	10909	14183	6704	6772	12023	11582	4647	6285	11700	12936	13495	12088	12403	11584	11232	10837	8968	6428	10818	14119	11156	13982	13416	10275	11021	11652	11756	13098	5936	6436	11313	12162	12976	10574	11520	11733	12438	12137	11709	11810	12009	11959	10510	11925	11351	13105	9884	10890	11608	12476	11027	10706	11397	12143	12345	11983	10975	12192	10703	12757	13755	12196	10085	11475	11673	14957	10801	11549	5592	4291	5107	7173	9993	9193	11942	11547	5771	6172	11045	10459	11017	9460	3999	5873	9275	11344	9886	10224	10900	10269	6624	6241	11961	10810	9957	11148	11108	11598	12496	8895	4357	4625	5973	5558	10089	10975	9964	10116	9043	11908	9322	10982	10755	10777	5920	4524	11297	10968	10596	11369	5883	7288	11697	12808	11133	9253	11255	10591	10894	10635	9277	9808	10289	8305	11585	12536	6508	6160	10000	12557	5549	5920	10929	11959	5802	6344	15824	14960	9859	12427	5693	5685	12018	10069	13139	13341	10939	10609	14194	9106	10912	10355	5854	7605	11341	12505	12949	13904	4917	4404	2351	2683	5253	5001	6132	6477	5058	5915	3073	5437	6374	7091	11558	11676	4944	6780	5801	5474	7393	6397	2888	2456	6341	5417	12236	10411	7092	7296	5649	7277	4628	6336	6569	6452	6253	5621	7662	6122	6601	6296	6210	6563	5733	5815	4806	5315	5183	5700	5593	5646	4990
16	85.0294		38845	38731	97702	99618	93395	94999	95458	88752	26485	27055	26667	25529	21936	28073	99916	99231	96966	101569	96562	100957	100251	107132	92317	95534	97766	98913	36081	35870	86729	88529	36836	34484	99944	103345	102914	101248	99083	97911	104395	106143	75052	77048	98070	98196	100655	99185	90817	88527	96189	95974	95214	100895	37707	38279	94799	99490	95094	101447	102569	93404	97614	91245	97846	92966	106202	100475	95368	97833	91062	94644	86602	82549	89320	96706	88466	95167	100281	92351	95510	94720	94599	93571	87480	84532	85036	89980	89560	90050	95453	97290	94564	102111	26653	23857	25899	21219	81979	79355	89548	92604	32864	32760	83294	81881	91146	98563	28376	25927	97093	92391	85349	78164	80745	82997	35263	32355	86325	85635	91046	94964	85058	93605	85933	89355	23014	22344	21551	23792	84387	87932	78206	78407	83983	78773	85083	83877	85245	82921	23784	23433	89859	94467	80144	88331	28665	38583	78375	84140	84788	86051	87215	85609	89625	87348	86907	83153	91891	84589	86154	94720	36956	36229	83026	82193	23683	22981	86063	96002	41972	42991	129890	133068	84774	82723	26286	22724	86002	91823	90621	95625	93205	94860	90496	90359	91753	91377	38328	38115	88412	88433	90190	93495	26867	25683	14474	12808	32433	30385	23577	24623	19777	22454	25676	25111	30400	31868	102115	96367	24586	22990	28739	27255	36546	35565	11642	14405	21613	21233	92013	95915	35051	33886	41176	36101	24855	24886	28320	26026	28548	25770	31700	36736	25737	23131	24539	22330	24707	24428	23831	22517	45532	39919	25082	25808	16203
17	85.0658		5902	5496	684	803	612	788	827	399	6639	9255	8353	8420	7021	7747	1013	835	1058	720	1058	1237	252	921	692	953	721	724	6303	5463	711	1703	9250	9235	938	805	1073	756	584	390	1419	726	987	447	519	596	407	868	1213	1009	786	1126	511	653	8487	10997	1268	462	999	755	699	771	808	718	694	522	812	583	475	1165	699	871	659	609	346	574	1314	913	417	983	911	610	668	1085	807	664	728	675	877	1029	802	1224	637	911	8370	7795	3037	2297	662	913	762	723	5394	6068	1209	716	769	741	5828	6125	807	1062	640	616	454	588	7895	9112	1066	601	405	745	864	775	938	622	1926	1518	3122	2853	322	739	1007	543	865	1467	721	197	522	603	5790	6715	863	670	393	1109	5318	4832	441	741	669	1224	862	554	604	782	420	494	589	508	497	697	9315	8652	679	1058	2216	2606	385	786	7705	6763	1368	713	371	509	2524	2157	815	552	902	822	595	395	1205	511	636	475	5971	4144	510	303	486	490	7420	6955	1219	526	4295	3729	5325	4615	2681	3190	7166	5358	2752	3864	1163	759	3165	2413	9010	11181	3981	3505	558	484	2218	3287	680	500	3796	3348	5554	5735	6556	6389	4404	5116	3815	4677	3815	4001	2119	2472	5416	4356	5395	5104	4109	3742	6564	5587	7534	6974	6338
18	87.0087		20031	22137	24260	24608	24596	21186	21201	22346	19719	21418	21801	22910	21249	22291	24358	23816	21396	20497	23596	23045	22146	21841	21838	22941	21342	24877	23443	23208	23078	20974	22826	23128	23599	24145	21932	25219	22521	23702	23828	22925	17461	19011	23148	28288	24028	26506	20732	22135	19624	20479	25203	22852	25299	29294	21229	24237	23429	19955	21220	19758	25642	22802	19717	22354	21262	23401	22539	24017	19268	20599	20092	18934	17097	17974	19509	20124	19901	21687	22926	25894	18029	20268	20855	22017	22275	23001	19704	23163	22249	22501	22999	21160	19310	21144	17851	19777	21656	18814	19903	19087	19496	19508	20466	17273	22689	22378	19886	19700	21835	24161	20958	18538	20683	19348	21181	21998	21966	19481	20562	23047	19249	21063	20897	25708	14702	17751	19137	19840	22339	21982	19091	20406	18478	18776	24877	21262	21341	18705	16921	18554	22774	23041	22445	22756	22367	22569	22046	21579	20920	24841	19263	18928	23361	22956	18476	23402	18535	19976	19065	20716	23045	20503	21713	21329	18977	17447	20745	19489	25987	31614	26537	29376	19333	23386	20263	18778	26211	22375	19544	18137	19285	21269	20307	22744	20767	22507	21753	26330	21011	23127	19316	21224	21295	20999	8822	8604	20976	21946	21723	21230	18324	23763	23140	22091	17138	22903	23709	25384	18185	17388	19502	21072	21700	23690	9973	9954	19510	19576	25181	26476	25542	23184	26051	24994	19810	20384	23342	24490	16091	18131	21836	22460	19935	19553	20503	21783	20768	21823	24063	26631	24519	22885	24012	19322	18721
19	88.0403		62282	61992	62494	58711	62603	64127	52617	61280	51381	56205	52826	56762	60206	65959	61536	59011	55348	59512	64605	54956	58074	56676	58155	60451	58651	56684	58030	51304	56526	63120	60169	62190	59688	60299	61615	53602	59332	61383	60707	59060	60095	59595	59358	55384	56645	56792	60589	58384	52853	59653	59549	63435	64398	63453	57851	64378	56177	61856	49254	55842	55631	57825	51186	57349	58734	57869	56346	52370	60408	54871	55314	54055	58000	56167	58545	60058	58688	62289	56405	54500	57418	54923	52266	52852	56741	54936	56961	55202	57564	56761	53123	55850	48611	56657	51874	50045	54496	51865	49319	51324	55695	54210	53080	54603	57718	55408	52161	49919	58660	50328	52279	51342	54169	52643	59686	61428	50588	52462	56215	58662	52908	48790	50505	52895	46413	50083	47520	47758	52170	51960	53365	51173	54792	55946	55858	57041	55031	51941	51259	51900	55093	56900	51733	47918	47837	52043	53086	52313	59099	53651	51369	47970	58647	64815	52038	54887	52967	56554	52771	52953	58838	50866	53229	51958	52351	47324	55767	53945	53241	62022	46808	48175	58391	54253	46005	53833	51399	54896	53390	56612	53302	52737	52646	59774	52356	56268	54936	62696	53118	51858	55454	56014	56748	54238	74891	74796	52668	56033	53815	57977	51500	56512	58351	58597	50656	52992	65228	63027	54273	53750	56181	61374	51355	49756	74354	73444	49786	49204	64650	57153	53854	48515	57264	54631	58443	57125	57127	52784	54023	54816	45682	53996	49938	50287	53915	54796	55110	52988	55271	58998	49794	55823	58515	56647	52641
20	89.0245		5605003	5632962	353565	365642	279410	283190	305323	295744	5589129	5715859	5718323	5944585	5892492	5995874	472870	443612	378816	364495	321885	336539	338783	339731	451764	424684	337596	336318	5607642	5820893	439869	417173	5147579	5299354	455559	375029	400579	393315	302320	312185	322907	313782	261319	267116	368824	384038	301831	301220	345830	412242	310752	317803	304295	329150	5132606	5382388	394155	364764	336735	321660	288353	294022	296196	293709	311932	310865	305967	309862	297034	307804	296269	299470	269302	272083	262282	267040	280951	282356	303571	307278	282555	275769	267945	276310	268122	269114	269906	262161	261711	258476	280824	297960	282257	283650	5297237	5414522	5404899	5517645	399083	369004	340713	337617	4850922	4960986	392735	353979	313765	311795	5087893	5238968	408398	379172	286034	283824	298965	300182	4613140	4870281	395791	352826	308835	314590	274891	284338	288254	302606	5136990	5102428	5362949	5548931	494596	427550	330583	330312	301784	296595	303830	324161	275685	280466	4956485	5071855	375859	374882	332074	313188	4763892	5150168	423791	385937	310989	309232	299482	294604	298367	287157	269352	264530	266711	272056	267865	282250	4855890	4980849	422980	403475	5066044	5255268	394050	376387	4190305	4342205	448078	413818	304118	282893	5312315	5460726	434005	381612	322973	315076	304737	320594	304093	298928	302859	310342	5355844	5539350	485259	403343	320599	315296	5756573	5905664	353705	243634	5434871	5603140	5854446	6007592	5632693	5855438	5827035	5991949	4689923	4737581	573963	472083	5360145	5565126	6287453	6532125	4745426	4832044	299747	262979	5473816	5656168	616528	503732	4477381	4643766	4876574	5004388	5612545	5814302	5628609	5711987	5327400	5490073	4520431	4621791	5521248	5679785	5851712	6039047	5969768	6129015	5691050	5862513	5159967	5248409	6070163	6111626	5926907
21	93.0345		55059	58416	62354	59519	55378	62154	61329	62326	56539	57776	56630	56604	56375	56025	57102	58650	59943	60562	68059	64954	59931	64453	61350	63901	57742	60864	58101	57649	64881	64503	54993	51888	60171	56806	58888	62731	65447	61889	59534	62534	60885	59060	56261	60811	58011	59551	53974	63189	55077	57767	58531	63554	58888	56732	62667	67862	58162	59435	57722	58373	58186	60193	56894	56652	55613	61983	60772	60346	57461	56140	52901	54238	51649	55029	58273	59999	57391	54460	62617	59677	54010	59400	55379	59734	54711	58116	57910	56752	58990	58327	57778	58014	56689	57657	47742	48741	49501	57190	60966	60966	56306	55409	57572	58458	60750	62988	50272	50499	57817	56896	55924	52526	53196	48714	53200	53879	54978	55906	58941	58360	50230	49445	60070	58647	52450	45746	53449	54596	53837	57351	57183	56554	54794	55649	55367	53509	59434	61121	47811	51018	55527	56480	56710	52071	51261	48818	51558	54711	55848	54402	51292	60191	62454	54518	57081	52053	49689	51693	53354	59015	50497	45686	56871	60398	46562	51669	51906	57786	55869	57737	55504	54172	63598	60002	54763	51153	61697	59852	60650	56314	56077	57113	51286	61778	60247	57145	53988	58366	53382	56269	51146	54033	53898	55129	52704	54164	53706	52962	55219	53432	48138	53295	52612	58114	52822	46900	55091	55441	51444	49487	50896	47797	53038	54829	55515	56756	52377	55514	59748	63517	53748	50437	52869	51160	49126	49170	51115	50787	47024	51172	49893	50610	51985	48463	48133	51235	53918	49457	49846	46306	57272	54534	55281	53199	47522
22	94.0298		51629	52173	58291	59731	59221	57195	57856	54871	51093	58388	52607	54438	48666	53365	53556	56345	51856	53232	58694	53561	58553	57378	49336	52432	53211	55531	48501	53929	60685	52301	49243	51855	55700	54400	54619	57658	55056	59787	57664	55005	53840	52770	55018	57253	57720	54614	55946	56051	58442	59563	51474	59272	54761	54427	55356	54835	61878	55793	56502	62282	56813	61983	58379	58616	61552	62273	59317	59420	58846	62132	57705	61885	60386	59672	58860	58068	61791	60639	55893	59778	61390	64128	65334	63539	62658	61354	64547	66536	62755	65492	62535	61019	56134	60327	58667	54207	59762	63107	57946	67602	55877	55943	64956	65725	67046	65883	59603	55798	60446	64074	57082	59510	59670	64570	55502	54925	57162	52796	60779	57620	54157	61888	60056	63872	58470	61046	56483	61091	62291	65332	65053	62121	64969	67206	64543	65322	63934	61174	52600	54066	62565	64853	60092	61916	56773	53847	56308	66109	58037	56927	64120	60934	63107	59621	58981	59734	57715	55800	54629	63108	53650	52740	52797	57745	46707	54431	50994	59114	51688	54602	55134	59864	51538	60594	54099	54843	54619	58864	55605	55294	56772	55649	54633	58992	56880	59193	55570	52529	54410	58468	51455	59154	51987	55549	56092	60157	53285	56878	48897	56170	50676	55569	48636	54960	58054	45773	63499	71916	51905	54563	55562	51407	51415	51817	56772	56505	51163	51246	60072	61591	52009	53525	51283	53337	56604	56419	54270	54753	53863	55286	52613	52739	52107	56657	51153	50587	49851	51763	52799	54605	54080	60278	54592	55733	50044
