ionIdx	ionMz		246 / F5_261_PE_T16_4_F5_261_PE	247 / F5_261_PE_T16_3_F5_261_PE	248 / F5_261_PE_T16_3_F5_261_PE	249 / F5_352_PE_T16_1_F5_352_PE	250 / F5_352_PE_T16_1_F5_352_PE	251 / F5_260_PE_T16_4_F5_260_PE	252 / F5_260_PE_T16_4_F5_260_PE	253 / F5_259_PE_T16_2_F5_259_PE	254 / F5_259_PE_T16_2_F5_259_PE	255 / F5_263_PE_T16_4_F5_263_PE	256 / F5_263_PE_T16_4_F5_263_PE	257 / Neg_PE_T16_1_no_PE	258 / Neg_PE_T16_1_no_PE	259 / F5_353_PE_T16_4_F5_353_PE	260 / F5_353_PE_T16_4_F5_353_PE	261 / cfMRS_4_no_no	262 / cfMRS_4_no_no	263 / F5_350_PE_T16_2_F5_350_PE	264 / F5_350_PE_T16_2_F5_350_PE	265 / F5_261_PE_T16_1_F5_261_PE	266 / F5_261_PE_T16_1_F5_261_PE	267 / F5_350_PE_T16_1_F5_350_PE	268 / F5_350_PE_T16_1_F5_350_PE	269 / F5_260_PE_T16_3_F5_260_PE	270 / F5_260_PE_T16_3_F5_260_PE	271 / F5_354_PE_T16_5_F5_354_PE	272 / F5_354_PE_T16_5_F5_354_PE	273 / Neg_PE_T16_3_no_PE	274 / Neg_PE_T16_3_no_PE	275 / Neg_PE_T16_2_no_PE	276 / Neg_PE_T16_2_no_PE	277 / F5_354_PE_T16_4_F5_354_PE	278 / F5_354_PE_T16_4_F5_354_PE	279 / F5_260_PE_T16_1_F5_260_PE	280 / F5_260_PE_T16_1_F5_260_PE	281 / F5_353_PE_T16_1_F5_353_PE	282 / F5_353_PE_T16_1_F5_353_PE	283 / F5_261_PE_T16_2_F5_261_PE	284 / F5_261_PE_T16_2_F5_261_PE	285 / F5_263_PE_T16_1_F5_263_PE	286 / F5_263_PE_T16_1_F5_263_PE	287 / F5_259_PE_T16_5_F5_259_PE	288 / F5_259_PE_T16_5_F5_259_PE	289 / F5_259_PE_T16_4_F5_259_PE	290 / F5_259_PE_T16_4_F5_259_PE	291 / F5_261_PE_T16_5_F5_261_PE	292 / F5_261_PE_T16_5_F5_261_PE	293 / F5_262_PE_T16_5_F5_262_PE	294 / F5_262_PE_T16_5_F5_262_PE	295 / cfMRS_5_no_no	296 / cfMRS_5_no_no	297 / F5_352_PE_T16_4_F5_352_PE	298 / F5_352_PE_T16_4_F5_352_PE	299 / F5_353_PE_T16_5_F5_353_PE	300 / F5_353_PE_T16_5_F5_353_PE	301 / F5_352_PE_T16_3_F5_352_PE	302 / F5_352_PE_T16_3_F5_352_PE	303 / F5_260_PE_T16_5_F5_260_PE	304 / F5_260_PE_T16_5_F5_260_PE	305 / F5_354_PE_T16_2_F5_354_PE	306 / F5_354_PE_T16_2_F5_354_PE	307 / F5_351_PE_T16_1_F5_351_PE	308 / F5_351_PE_T16_1_F5_351_PE	309 / cfMRS_1_no_no	310 / cfMRS_1_no_no	311 / PE_C_256X_pollen_dilution_series_no	312 / PE_C_256X_pollen_dilution_series_no	313 / H2O_B_3_no_no	314 / H2O_B_3_no_no	315 / H2O_B_4_no_no	316 / H2O_B_4_no_no	317 / H2O_A_3_no_no	318 / H2O_A_3_no_no	319 / PE_C_4X_pollen_dilution_series_no	320 / PE_C_4X_pollen_dilution_series_no	321 / PE_B_1X_pollen_dilution_series_no	322 / PE_B_1X_pollen_dilution_series_no	323 / PE_A_32X_pollen_dilution_series_no	324 / PE_A_32X_pollen_dilution_series_no	325 / PE_C_2048X_pollen_dilution_series_no	326 / PE_C_2048X_pollen_dilution_series_no	327 / H2O_A_1_no_no	328 / H2O_A_1_no_no	329 / PE_A_2X_pollen_dilution_series_no	330 / PE_A_2X_pollen_dilution_series_no	331 / PE_A_512X_pollen_dilution_series_no	332 / PE_A_512X_pollen_dilution_series_no	333 / PE_B_4X_pollen_dilution_series_no	334 / PE_B_4X_pollen_dilution_series_no	335 / PE_B_32X_pollen_dilution_series_no	336 / PE_B_32X_pollen_dilution_series_no	337 / PE_C_64X_pollen_dilution_series_no	338 / PE_C_64X_pollen_dilution_series_no	339 / PE_B_256X_pollen_dilution_series_no	340 / PE_B_256X_pollen_dilution_series_no	341 / PE_B_64X_pollen_dilution_series_no	342 / PE_B_64X_pollen_dilution_series_no	343 / PE_C_1024X_pollen_dilution_series_no	344 / PE_C_1024X_pollen_dilution_series_no	345 / H2O_B_5_no_no	346 / H2O_B_5_no_no	347 / PE_C_1X_pollen_dilution_series_no	348 / PE_C_1X_pollen_dilution_series_no	349 / PE_A_4X_pollen_dilution_series_no	350 / PE_A_4X_pollen_dilution_series_no	351 / PE_A_256X_pollen_dilution_series_no	352 / PE_A_256X_pollen_dilution_series_no	353 / PE_B_8X_pollen_dilution_series_no	354 / PE_B_8X_pollen_dilution_series_no	355 / H2O_C_2_no_no	356 / H2O_C_2_no_no	357 / H2O_A_2_no_no	358 / H2O_A_2_no_no	359 / PE_C_512X_pollen_dilution_series_no	360 / PE_C_512X_pollen_dilution_series_no	361 / PE_A_1024X_pollen_dilution_series_no	362 / PE_A_1024X_pollen_dilution_series_no	363 / PE_A_8X_pollen_dilution_series_no	364 / PE_A_8X_pollen_dilution_series_no	365 / H2O_A_5_no_no	366 / H2O_A_5_no_no	367 / PE_A_2048X_pollen_dilution_series_no	368 / PE_A_2048X_pollen_dilution_series_no	369 / H2O_B_6_no_no	370 / H2O_B_6_no_no	371 / H2O_C_6_no_no	372 / H2O_C_6_no_no	373 / PE_B_16X_pollen_dilution_series_no	374 / PE_B_16X_pollen_dilution_series_no	375 / PE_C_2X_pollen_dilution_series_no	376 / PE_C_2X_pollen_dilution_series_no	377 / PE_B_2X_pollen_dilution_series_no	378 / PE_B_2X_pollen_dilution_series_no	379 / PE_C_128X_pollen_dilution_series_no	380 / PE_C_128X_pollen_dilution_series_no	381 / H2O_A_4_no_no	382 / H2O_A_4_no_no	383 / PE_B_128X_pollen_dilution_series_no	384 / PE_B_128X_pollen_dilution_series_no	385 / H2O_B_2_no_no	386 / H2O_B_2_no_no	387 / PE_A_128X_pollen_dilution_series_no	388 / PE_A_128X_pollen_dilution_series_no	389 / H2O_C_1_no_no	390 / H2O_C_1_no_no	391 / PE_A_1X_pollen_dilution_series_no	392 / PE_A_1X_pollen_dilution_series_no	393 / H2O_A_6_no_no	394 / H2O_A_6_no_no	395 / H2O_B_1_no_no	396 / H2O_B_1_no_no	397 / H2O_C_4_no_no	398 / H2O_C_4_no_no	399 / PE_B_2048X_pollen_dilution_series_no	400 / PE_B_2048X_pollen_dilution_series_no	401 / PE_C_32X_pollen_dilution_series_no	402 / PE_C_32X_pollen_dilution_series_no	403 / H2O_C_3_no_no	404 / H2O_C_3_no_no	405 / PE_B_512X_pollen_dilution_series_no	406 / PE_B_512X_pollen_dilution_series_no	407 / PE_A_64X_pollen_dilution_series_no	408 / PE_A_64X_pollen_dilution_series_no	409 / PE_C_16X_pollen_dilution_series_no	410 / PE_C_16X_pollen_dilution_series_no	411 / PE_C_8X_pollen_dilution_series_no	412 / PE_C_8X_pollen_dilution_series_no	413 / H2O_C_5_no_no	414 / H2O_C_5_no_no	415 / PE_A_16X_pollen_dilution_series_no	416 / PE_A_16X_pollen_dilution_series_no	417 / PE_B_1024X_pollen_dilution_series_no	418 / PE_B_1024X_pollen_dilution_series_no
21	93.0345		53052	52386	50534	52986	48503	48819	51219	53126	51922	51149	51807	55606	57566	52891	55877	50725	51636	56213	53616	55491	53240	53043	55119	55713	54764	55910	55256	56397	56821	66428	58796	57254	62861	53235	54390	52240	53491	50514	49533	50423	52786	51558	51943	50275	49692	49929	54588	49327	50856	50458	55086	50267	50842	56214	60847	54536	54680	50047	59254	55603	53026	52704	51783	61853	53187	54402	52279	49770	52824	44519	45025	49202	42166	62604	65615	75837	85378	59386	57790	47511	49093	48321	45463	68107	73453	50794	54416	67450	66116	54561	56417	55193	53737	49093	46342	48960	52648	47752	49847	48133	48040	85696	83151	71845	74329	57295	55633	62354	64415	49127	49915	46671	46441	50788	52567	48499	47950	68319	65336	47633	46148	47277	46886	47483	51066	50339	48561	54098	56929	73964	73791	79480	77258	62134	58124	48684	46220	51498	50349	49767	56211	49918	51837	49347	50254	79283	87518	62238	59618	48921	48534	50727	50271	47514	51227	54945	58519	43031	49470	50425	47558	53916	55675	55442	50605	54391	56971	48391	46216	59048	54503	49436	49595
22	94.0298		53284	49055	51508	54971	52705	56393	57591	62280	63073	56462	55721	66113	67687	53917	57808	57152	59972	57272	57955	52486	56863	51891	58275	54081	52490	58159	53790	65221	68495	64451	70467	58753	58847	51754	57398	53036	56561	59415	56016	52206	54423	57273	56332	58269	52179	56475	57759	50230	51160	62958	63890	50303	57721	55103	56302	52778	51792	51507	53672	58935	51793	52389	53957	57099	51760	40050	42473	35121	32155	29620	29387	26167	33368	45059	52944	71246	68492	40712	41264	38443	35321	30309	31544	64113	61510	34666	32153	52612	52592	40426	41345	37437	37839	28237	31975	35938	34369	34981	29895	33045	30834	68467	67532	56975	57470	35099	31590	47702	50151	31625	29946	31642	28520	29862	27471	27649	29599	53228	47110	28405	28683	27580	28110	27879	26070	26759	30298	40520	40047	65262	64799	67639	62611	37332	35548	32844	31274	33856	33400	27866	26804	29758	30450	27251	25505	72595	78002	36112	32913	30832	30481	29046	29651	30201	29088	35463	37410	28318	25332	29489	29176	33378	30952	38749	43111	45041	43695	26727	27572	43952	43611	29380	29604
23	98.0246		128981	130995	133484	149982	155596	114643	114817	140088	144425	92043	101473	79402	81431	121145	124372	77740	82079	110765	112837	132984	132841	120024	128634	130213	139934	161946	168406	77719	82463	81631	87021	150575	148846	129145	130622	107053	114631	130352	132428	100909	106755	135898	137681	131043	140286	131373	130381	106505	103071	82461	87330	139112	150851	111951	119660	144709	155167	136654	130118	161699	155181	121828	121628	78844	86631	78862	70148	64360	60194	56575	55467	51866	53042	48464	45211	45988	48792	45632	50779	46685	42914	41267	40202	44042	44726	46115	44020	42626	43492	49750	42096	47177	43175	39759	40755	39806	42287	40583	43571	42715	42731	46975	48953	44513	39816	44349	43870	43384	40455	41667	42735	38498	38889	39053	38310	42201	38693	41780	42064	41341	42453	41844	39837	38527	39718	40406	38832	36067	40902	40824	47174	46978	46230	41720	42160	45373	40383	43677	41326	45934	38769	36663	37817	40153	40180	44669	47418	46387	44055	44447	39244	37188	36898	41967	40794	40002	38974	37295	39497	40903	36183	37822	39613	39112	40381	34784	39306	34797	38041	40705	43303	39209	40382
24	98.061		7813	7032	5783	6926	7594	6234	6984	7027	8629	6560	5951	6281	6633	7399	7048	7356	6497	6654	5838	5432	7453	6782	6772	7085	6499	8655	9134	6738	6930	6033	5484	7207	6867	7294	7123	6278	7954	5848	7219	6777	8089	8190	9112	6592	6067	8287	6936	5936	7738	6970	6399	6868	6403	6571	6487	8752	7704	6634	7516	8299	6631	6308	6570	6544	5982	4826	4298	4096	4948	3702	3455	4189	4821	5979	5600	5912	6489	5717	4072	3649	3977	3799	4277	6369	6507	3812	4299	5791	6036	4087	4603	3911	4257	3773	3768	4639	3792	4376	4184	4204	4894	6697	5903	6443	4852	4612	4599	5098	4913	4225	3870	3408	4030	4374	3946	4210	4687	5437	5931	3353	4178	4340	4356	4136	3827	3852	4006	4464	5561	4533	6509	4592	7084	4058	4394	3888	4490	4963	4511	4329	3705	3794	4878	5251	3570	8231	7365	3931	5405	4796	4083	4600	4900	4161	4310	5897	4609	4578	4090	4130	3775	4698	4169	5161	4401	4783	4860	3724	3566	4306	5192	3713	4241
25	100.0405		30754	33089	28198	30170	33123	29279	26720	30916	29196	30273	32351	33321	36693	33387	35713	34520	35547	29101	31493	32727	30813	32480	34404	28609	31402	34746	31583	36065	38372	37532	38290	29756	30299	30821	35392	31259	33851	33487	32799	35948	36741	33335	34749	29689	31084	31354	32689	34394	30376	32803	36539	28753	31982	36755	35517	33753	32715	32507	33693	31709	29628	32835	32236	38220	36539	24696	23695	23387	23374	20440	21050	21940	21727	20831	18990	21385	22103	21411	20332	22127	24219	22283	21769	22794	24596	20824	21637	19765	22108	22485	23219	21884	23427	19618	20608	21024	21091	24090	23837	24859	24726	27366	25202	23068	23589	21877	22748	23854	22832	24422	25508	22718	23066	25360	25084	21759	22047	23484	21218	20721	21694	23216	23525	21057	23996	22629	25591	22226	24557	23261	23847	22635	23095	25122	27528	25357	24253	24198	25693	23993	26250	23477	22233	22944	23956	24744	25241	23646	24797	22588	24728	24921	22913	24455	25227	26659	24850	23839	24855	23643	23767	22793	23138	21235	22146	20103	21169	21275	21559	23110	22958	23607	22443
26	102.0194		8807	6783	8089	6580	9142	8120	6732	7414	7332	8096	8581	10469	9321	9376	6626	9063	9813	8201	8449	8039	7476	7756	7878	7151	7851	7767	8280	9371	9252	8811	10595	8710	6659	8839	7939	7536	8120	7975	7742	6834	7556	8553	8959	8730	7721	8428	7983	8771	8101	8411	8412	7893	7067	6773	7929	7595	8198	8623	6472	9011	8285	7582	7351	7726	8017	8664	7672	9035	7546	8797	7718	7791	7894	7050	6225	5895	6455	7153	7437	7386	8364	8189	8113	6669	5876	8034	7736	6619	7216	8173	8041	8087	8171	7711	7664	7919	7563	9017	8680	8953	8811	6376	6107	6777	6306	7782	7706	7260	7774	9376	9986	8315	9323	8021	8145	8500	8375	7597	7629	8151	7644	8468	7664	8188	7875	8301	7765	8082	7664	6307	7585	7407	7135	8971	9622	8894	8958	8997	9436	8913	8647	8752	8166	9214	9198	7277	6579	8195	9096	8709	8447	9258	8581	7560	8802	9819	8458	9323	10035	8243	8339	8095	7842	7843	8670	7265	6979	8205	8066	7318	7309	8611	7730
27	102.056		367957	354290	359460	366098	374716	352104	352669	382387	383158	369489	381772	393968	407438	342242	331801	398146	415708	362902	388196	369449	368228	380024	385205	360677	371260	403773	398766	388712	391586	375172	398499	354266	358870	350845	360053	337388	338199	352843	362657	386550	386199	384536	394083	382350	375922	366590	368494	356404	367568	405845	424645	381680	378500	323933	347726	378048	375728	358627	370312	394385	374876	325162	341519	423651	399413	76007	62495	28579	24479	25776	16650	29298	21285	172911	183774	246164	265527	85086	84067	25908	23060	15002	18483	224426	232060	33378	33031	170124	176422	71312	78606	54289	54814	25694	25587	45819	45694	18468	16183	20513	17512	262701	271458	188847	191616	32280	32112	131615	145085	17952	16893	14270	15096	18325	20369	14748	14294	147182	145630	15007	12900	13719	12071	9394	10182	10931	10890	101077	104874	224378	223355	225952	226961	41888	43888	16448	14171	33957	34662	12822	13768	32474	30055	12803	10664	264754	281299	35735	28662	13390	14417	15016	13827	14082	11095	75888	71358	11164	10695	15139	14938	46747	49280	98592	103961	134880	127441	11471	12059	103127	108651	15789	15218
28	104.0353		222109	200907	219603	206193	223636	215196	221372	218663	221786	254284	257134	446367	445380	284173	281064	367032	386706	239662	236573	215041	219877	238745	246560	235919	237046	214039	208514	471804	463005	432933	432105	226281	229492	203323	216452	275716	272724	214487	223929	275678	264233	224857	228440	216852	227238	204987	215064	221766	232485	339786	344541	203252	212929	274829	285060	205185	220135	237046	239919	206757	204221	230259	248319	391185	355930	57149	39066	23004	18394	18031	11364	17560	16483	104554	105712	159238	166082	34697	33677	9311	11099	9176	10312	131575	134786	14886	11788	95460	100344	22623	23171	18555	16930	8799	10379	16079	17710	7423	8639	12067	10165	161648	162735	108873	107469	11705	10216	71699	68686	10337	6172	6636	7082	6726	6662	6729	6409	62772	61080	6989	6523	5485	6713	4733	6713	6895	5329	39961	39826	135002	132193	127828	134381	13330	12605	6448	7042	10321	12829	5013	4787	9963	9468	5146	4886	169419	158596	10842	9191	6133	7774	6200	4828	5118	5907	22973	26090	4944	5375	5224	5751	15876	14604	37267	38981	62482	66360	4496	5454	38874	36680	5489	6192
29	105.0193		70009	73363	70873	66803	63441	71596	71894	66150	69673	75438	79881	91897	93128	85618	85979	58563	64923	66256	76043	68980	71184	75771	72958	80617	76536	66970	71306	86672	89215	85480	88711	91255	94926	71247	73906	87387	83987	75612	71891	78743	86183	64894	73006	66251	72945	71563	75555	68255	70846	53539	51813	68220	72877	83921	94563	71108	67134	74669	74296	71012	70140	74280	73359	63811	57418	22065	19390	10834	10446	9555	8142	8247	8649	71525	74170	139210	137393	38241	30519	13951	10536	8444	7781	105225	114773	15520	17759	70028	75391	26482	30973	23197	22947	14374	13092	21265	18797	10202	9778	10331	9934	134932	140555	80043	83113	19607	18997	57426	57502	10174	8520	6693	8171	11236	12752	9485	11308	54355	52752	9919	8929	7813	8239	7158	8901	8983	7453	37116	41135	112239	108051	104728	113791	22921	20049	11119	10960	17592	17422	9604	9048	15667	17815	8149	7914	142108	139973	19841	19589	8490	9892	8895	8211	12660	11649	31207	25620	8019	5648	11019	9683	21605	21736	36534	38857	49654	54902	7941	7598	37160	39077	8994	10159
30	105.0556		6153	5172	6208	3917	5640	4584	4336	4821	4540	5002	5486	5113	5367	4538	7458	6795	7018	4284	5654	4530	4862	5707	5320	4396	5170	3718	7110	5451	6069	5734	4169	4407	4354	5523	4276	5193	6705	5896	4841	5070	4633	5407	4851	4045	5000	5449	4788	6530	4475	7343	5199	5783	5885	6424	5343	4577	5710	5058	4424	4171	5019	5752	5668	7430	5897	9162	10459	6639	8471	8300	7839	8188	9160	3838	5271	2896	3182	6384	7444	7735	6180	6551	6424	3546	3078	7302	6601	3215	3860	7522	7737	7186	9268	6384	7001	6679	6010	7698	9048	9905	9096	3841	3102	3688	3268	5427	7457	4719	5948	6852	6885	6297	6626	6340	9050	6158	5148	10169	11528	7471	8555	23030	24920	7931	11113	9778	11488	9093	8939	3671	3635	2885	3321	8288	9257	7480	7581	8235	7700	7556	10122	6493	7203	6728	5735	3410	2603	11651	10448	8506	7627	4752	7945	6734	7477	7538	5871	4075	6654	7162	8107	4526	5105	4542	5837	7273	7048	6770	7364	3901	5277	8694	9110
31	107.05		36445	40860	36897	36846	42039	40799	42895	43252	45592	41690	39200	48093	47884	48252	46590	42951	45906	43209	45075	43536	39785	47228	45525	47657	47853	41712	42453	49032	51625	43764	47269	41750	42741	46723	40780	46675	50134	41294	46635	40788	41204	43013	47415	44166	46353	37158	42825	42059	43396	45706	43334	39709	41400	41551	48128	38895	39466	47531	49901	40827	40986	44928	36188	47727	45697	18928	20739	16471	17773	17211	16973	16025	13834	22695	25003	26609	30317	23123	21919	16121	15726	13558	14129	25942	26982	18081	17627	25416	23327	17260	19171	17497	18928	15319	15770	16640	20180	16104	15106	16956	16716	28752	29307	27777	27888	17511	15879	21601	20723	16611	15806	15707	13633	17256	15046	16058	16071	22043	21867	13690	13455	12862	14022	15921	13323	16380	14064	16744	20925	28778	26312	26355	26534	16942	18031	16466	14581	16734	17878	15207	16093	14934	16198	14298	13007	27131	29665	19346	19991	13084	13772	14278	12727	12766	15813	17037	18355	15570	16478	13190	14132	15564	16181	18518	18024	21096	22482	14104	13475	18887	20356	11788	13109
32	108.0207		15691	16898	14376	16860	17167	17053	12859	17588	17371	19290	23232	14524	13183	16065	17025	18135	19305	19066	17130	17368	17515	15346	17566	16894	17987	18158	16942	15596	16182	14263	15084	14339	12382	15064	15256	18208	14635	16665	15385	22872	24098	16847	17717	15952	16162	16124	17734	16325	15773	13005	15685	18440	16442	16274	17614	16884	18369	16062	17304	16985	15944	16484	15498	19281	16889	8039	7419	8497	8982	7597	8599	6758	6832	11062	12677	18262	18140	11360	8406	8120	8772	6489	6645	13270	18364	7261	8142	12298	12392	9641	10585	9677	8174	7386	8392	6595	8135	7471	10062	8832	7698	16618	21273	17556	14809	10058	8112	13485	13287	7882	8836	6550	8412	7881	8044	6617	7315	11135	11605	7521	6677	7545	8507	7317	7083	7433	7078	9321	9981	17993	16038	17943	20284	9329	7975	8355	7044	6975	6210	8012	8867	7411	7754	8577	7759	19215	22032	11255	10417	8448	10504	7581	7908	6986	7471	8854	8764	6441	6578	6998	8275	7189	8290	10595	8134	10425	11338	7942	7990	7427	8381	8319	7257
33	108.0455		44105	44484	47760	45754	43158	47984	50785	48489	47556	49593	49580	54907	56072	44893	47840	51244	57056	46196	51024	47047	50560	44878	48819	49468	49170	45356	40617	53354	56630	52150	61760	45336	41967	45089	46250	44950	48697	46171	50388	44939	51403	49212	43654	45661	43802	43587	41111	45109	47189	49284	49375	44139	49484	42600	44014	45042	41385	47369	44076	43722	36809	37928	36142	42097	44012	37747	30899	30697	31933	30361	27812	27740	27832	36088	38479	44467	46848	38414	35017	31573	30353	27331	28297	41367	45870	32749	31146	36886	36925	33773	32374	28744	28866	29852	33048	35764	34611	28456	30314	29956	32395	39812	45224	44141	38780	34031	30674	35604	38081	30231	29638	26684	27730	27440	27053	27863	28674	32827	35916	27285	28151	25898	30005	26080	27081	25732	25546	28904	31912	40861	39312	42555	40516	30608	31834	27446	27552	30004	30551	29650	25528	26175	30822	26876	24115	45182	45353	29997	31092	30961	28765	28434	28522	31073	28095	33066	30288	28376	26474	25336	27795	26246	32447	29851	30441	32727	32375	27318	26113	32462	31765	30638	37958
34	109.0295		27660	29591	28918	27397	26463	33640	28659	31101	30864	30814	31469	35483	40167	30351	32407	24015	25276	30036	31523	30705	30517	32713	30289	32672	31937	27332	28716	32360	37064	32246	37473	34194	36702	27953	33981	27703	30047	30684	32662	30775	34627	33432	33407	28872	35577	30776	32169	31215	32961	24559	26165	28234	28261	29587	33538	28280	27425	29498	32419	23678	26690	25741	28504	20293	22626	26466	27249	25545	24787	25328	24272	23472	25733	58173	56517	79931	92742	50876	51276	34692	30629	27466	24318	63923	73923	37019	29316	56953	62491	39563	41224	33522	34331	28608	26729	33827	35388	26451	24238	26853	26464	77355	87015	67042	64988	41075	35902	50385	53045	32653	33705	26437	29368	27580	28084	27207	28032	47315	43570	24623	26799	21695	22501	23353	24412	22014	24714	39442	38514	70429	73742	71848	79348	44035	41112	33392	29748	29096	31712	28694	26882	29753	32009	22832	21191	82330	93269	46589	41199	35774	34065	28415	29938	26308	27045	33650	34925	25393	24548	28399	26420	30877	28894	40820	44818	47833	47169	24980	29266	40648	40827	24014	27226
35	109.0408		79291	71312	75225	69960	80730	73347	80713	77782	84539	86457	96418	100863	96716	83838	95190	105377	119013	83026	88764	78438	80595	78441	84505	83559	91058	78024	79257	90192	105544	94683	99236	71823	71315	71145	82304	77518	89058	78849	91631	88972	95602	87333	93705	81119	84883	76264	84829	88945	86515	90346	100758	78824	87367	81457	77206	73176	80776	76291	82402	67821	70498	65328	78341	91223	100488	57838	44775	34311	35530	24850	23696	22424	22514	35570	34576	45370	45938	33166	26327	18865	18066	16883	15933	36320	41466	19984	20481	30482	35370	20629	23213	16385	17948	16116	18028	17219	20377	13692	14267	16282	13645	43044	45567	34175	38153	18195	18170	27309	27817	15411	13769	13002	16320	12935	12317	15785	13498	23263	25793	11669	14237	11592	12682	10220	11752	11153	11423	23813	22076	34882	38307	37724	39411	21052	18188	13242	14788	13681	14349	11579	10461	15948	12492	11148	10694	40918	46669	20685	19143	15497	14271	12023	13043	14679	12637	18443	18894	11125	12112	12282	12061	14330	15445	20873	19717	22391	24760	12571	11492	22147	20321	13703	13642
36	110.0247		34458	30914	34068	32071	32255	38549	36201	36730	36494	33420	38434	72457	75604	34111	34442	70945	72114	35922	36732	40510	37427	37809	37748	32936	41602	33417	35575	71796	73602	73931	78759	35288	34175	34198	35386	34772	32953	36905	39863	38350	38404	34570	37401	34303	36208	33333	32106	34151	33191	64879	61345	34627	38263	35836	35668	33109	34455	33543	34570	31481	31238	31262	33171	70505	69203	30734	32213	22720	20055	16342	16024	18182	17612	51700	50181	67566	70655	31247	31323	16319	17231	15129	13725	60734	64737	18665	19368	54278	48922	25018	22296	20117	20826	15405	14664	16118	17156	14337	14346	15455	17151	71195	73543	52146	54622	17887	18832	43496	37021	11412	12761	10789	11716	13442	15686	12977	14377	36006	35361	13686	12651	12434	12599	11515	12206	11103	10515	30718	27552	58506	66936	64486	61045	20437	19263	11261	11743	15934	14712	12414	11260	14466	15339	10896	12466	74099	70647	19734	18958	14249	12601	13701	11758	12795	13089	25007	21931	12112	11232	14273	12414	18168	17679	27820	27542	37154	39144	11668	10035	26735	29414	12967	11709
37	110.036		46028	38183	41686	36197	39505	37646	36537	37867	39738	47896	49084	23133	26179	50645	46217	23584	22497	38938	46782	41339	45535	44488	42561	35194	37624	40701	40607	25753	22951	22700	23203	44391	45881	35088	34564	48208	44155	45269	47359	46051	44760	38472	40894	39437	39728	45360	44611	42405	45219	18751	21529	38432	40227	49155	52127	36928	38504	34698	34477	38657	36956	36641	40647	21012	21882	13404	13691	10508	9626	9503	9113	7610	7457	15139	17798	24256	24573	13749	12542	8483	7524	7157	6502	18297	19647	8339	6816	15652	18043	9894	10232	7956	9130	5286	6366	8656	6627	6419	6734	5533	5587	22436	25568	17209	15663	8450	6966	14230	12549	6681	5994	4546	4565	4885	6007	5946	4724	11562	12645	6547	4814	4010	4502	5028	3935	4301	4497	9422	10595	19338	18418	20469	19982	7268	6906	4952	4366	5668	5104	2818	4360	5623	6535	5470	4487	21195	25002	8624	6953	5101	5913	5556	5336	4701	5233	9324	8113	4608	4489	4509	3866	5523	6205	9903	9900	13006	13593	4235	4162	10321	8600	5192	5138
38	110.061		4667	3104	4134	3808	3743	3981	5842	2872	5008	4886	4841	4860	3999	4213	4923	3768	4439	4351	4332	4429	4994	4141	4477	4737	3030	3167	4077	4382	3541	5973	3639	4009	4677	3616	3448	3590	5712	4559	4413	3421	3498	4259	4683	3014	3491	4231	3572	5299	4392	4793	3308	3105	3834	3004	5338	3251	4713	3952	5062	3325	4635	4570	3362	3750	3265	3177	3229	2289	2800	2729	1298	2584	1648	5884	6365	7674	8396	3557	4440	2144	2125	2616	1597	5698	6269	2433	2271	6159	6254	2721	3019	3670	2309	2360	2334	1831	1771	1804	2361	2200	1411	6171	9395	6947	5669	3417	2816	5866	4789	2354	1907	1381	1606	1418	2473	1831	1889	3464	3037	1917	2215	1241	1544	2683	2299	1352	2481	2014	3622	6717	5968	6789	7361	2688	2366	2550	1815	2751	2050	1903	1276	2212	2520	1748	1278	7458	8505	2868	2764	1602	1613	1992	2631	1363	2251	2725	3054	1028	1482	1498	2272	1832	1678	3387	2251	4786	4292	2140	1690	4228	2993	1960	1639
39	111.0088		52017	52388	51192	44215	47726	53918	54593	50224	52499	52570	58782	220170	223780	220623	211550	109089	116584	60030	59828	47276	47830	59679	58635	54166	55526	40474	50519	214160	205200	211202	207077	62947	58977	53424	54017	214719	226298	54893	55179	54836	60043	63353	55819	54127	55895	43731	44577	45479	45702	98207	93066	48371	50439	217422	219054	53927	49802	55887	52838	45494	47496	44348	44816	95581	94572	114452	97378	49520	50509	50805	44018	48779	47980	801350	797670	1236959	1201440	323398	341177	71174	75503	47952	51800	1008476	941259	104683	110574	832479	813478	258098	278723	164231	169003	82938	79394	187686	183661	53557	55966	59569	62317	1252888	1266703	884846	871512	114488	120529	615708	624513	57946	64573	47271	53262	64794	67244	56416	56081	560661	556554	55676	54190	47902	47867	35833	44624	40711	51451	422026	423480	1021394	1018400	1019959	1046428	152433	151941	58159	64537	109066	117819	46695	49893	101016	113352	38881	42595	1229174	1241079	136863	142325	64549	60216	53482	52520	53540	54990	271996	273545	40469	43389	55795	59541	164815	162445	400103	415812	577565	579046	58073	54432	381543	398170	65618	69563
